datetime,accel_x,accel_y,accel_z,accel_ttl,label,sub
50:32.3,-0.09375,-0.359375,0.9375,0.008387675,Other,
50:32.4,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:32.4,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:32.4,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:32.5,-0.109375,-0.375,0.921875,0.001219959,Other,
50:32.5,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:32.5,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:32.6,-0.109375,-0.359375,0.90625,-0.018978928,Other,
50:32.6,-0.109375,-0.359375,0.90625,-0.018978928,Other,
50:32.6,-0.09375,-0.359375,0.90625,-0.020597878,Other,
50:32.7,-0.09375,-0.375,0.90625,-0.014757327,Other,
50:32.7,-0.109375,-0.359375,0.90625,-0.018978928,Other,
50:32.7,-0.109375,-0.375,0.90625,-0.013147958,Other,
50:32.7,-0.125,-0.359375,0.90625,-0.017114222,Other,
50:32.8,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:32.8,-0.09375,-0.375,0.921875,-0.000366278,Other,
50:32.8,-0.109375,-0.375,0.9375,0.015625,Other,
50:32.9,-0.109375,-0.375,0.921875,0.001219959,Other,
50:32.9,-0.09375,-0.359375,0.9375,0.008387675,Other,
50:32.9,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:33.0,-0.109375,-0.375,0.921875,0.001219959,Other,
50:33.0,-0.109375,-0.375,0.90625,-0.013147958,Other,
50:33.0,-0.109375,-0.375,0.90625,-0.013147958,Other,
50:33.1,-0.109375,-0.375,0.90625,-0.013147958,Other,
50:33.1,-0.125,-0.359375,0.90625,-0.017114222,Other,
50:33.1,-0.125,-0.359375,0.90625,-0.017114222,Other,
50:33.2,-0.109375,-0.375,0.921875,0.001219959,Other,
50:33.2,-0.109375,-0.375,0.921875,0.001219959,Other,
50:33.2,-0.109375,-0.375,0.921875,0.001219959,Other,
50:33.2,-0.109375,-0.375,0.921875,0.001219959,Other,
50:33.3,-0.109375,-0.375,0.921875,0.001219959,Other,
50:33.3,-0.109375,-0.375,0.9375,0.015625,Other,
50:33.3,-0.109375,-0.375,0.9375,0.015625,Other,
50:33.4,-0.109375,-0.375,0.9375,0.015625,Other,
50:33.4,-0.109375,-0.375,0.9375,0.015625,Other,
50:33.4,-0.109375,-0.375,0.921875,0.001219959,Other,
50:33.5,-0.109375,-0.375,0.921875,0.001219959,Other,
50:33.5,-0.109375,-0.375,0.921875,0.001219959,Other,
50:33.5,-0.109375,-0.375,0.921875,0.001219959,Other,
50:33.6,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:33.6,-0.109375,-0.375,0.921875,0.001219959,Other,
50:33.6,-0.109375,-0.375,0.90625,-0.013147958,Other,
50:33.7,-0.125,-0.375,0.90625,-0.011294249,Other,
50:33.7,-0.109375,-0.375,0.90625,-0.013147958,Other,
50:33.7,-0.109375,-0.375,0.90625,-0.013147958,Other,
50:33.7,-0.109375,-0.359375,0.90625,-0.018978928,Other,
50:33.8,-0.109375,-0.359375,0.90625,-0.018978928,Other,
50:33.8,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:33.8,-0.109375,-0.375,0.921875,0.001219959,Other,
50:33.9,-0.109375,-0.375,0.921875,0.001219959,Other,
50:33.9,-0.125,-0.375,0.9375,0.017426287,Other,
50:33.9,-0.109375,-0.375,0.921875,0.001219959,Other,
50:34.0,-0.09375,-0.375,0.9375,0.014061296,Other,
50:34.0,-0.109375,-0.375,0.9375,0.015625,Other,
50:34.0,-0.109375,-0.375,0.9375,0.015625,Other,
50:34.1,-0.109375,-0.375,0.9375,0.015625,Other,
